Iteration	Posterior	Likelihood	Prior	sigma
0	172367.6	172794.3	-426.6852	0.06098089
100	172130.4	172574.4	-444.0716	0.0544856
200	171439.8	171894.7	-454.9302	0.008539951
300	172164.1	172605.1	-440.9503	0.008272213
400	171508.1	171940	-431.887	0.01398398
500	171324.5	171754.6	-430.1331	0.04182509
600	171160.4	171588.2	-427.8352	0.01186601
700	170988	171422.8	-434.7652	0.001695074
800	171492.3	171924.9	-432.534	0.01092152
900	170924.7	171356.7	-431.9671	0.004998714
1000	170904.3	171343.9	-439.6212	0.02170048
