Iteration	Posterior	Likelihood	Prior	sigma
0	102232.6	102679.4	-446.7013	0.09713556
100	102514	102958	-443.9649	0.09713562
200	102876	103316.5	-440.4927	0.09713557
300	103206.8	103647.3	-440.5607	0.09713536
400	103447.8	103903.6	-455.7518	0.09713545
500	103851.7	104288.8	-437.0698	0.09713539
600	104291.8	104747	-455.2158	0.09713559
700	104611.3	105060.2	-448.87	0.09713557
800	104897.3	105328.2	-430.9498	0.09713558
900	105221.6	105693.5	-471.9712	0.09713549
1000	105582.2	106029.6	-447.4435	0.09713576
