Iteration	Posterior	Likelihood	Prior	sigma
0	172828	173265.1	-437.1432	0.03525603
100	172868.4	173300.7	-432.2874	0.07380924
200	172487.6	172931.3	-443.7315	0.07981774
300	172596.6	173027	-430.3331	0.02082391
400	173066.2	173491.7	-425.4461	0.0975765
500	172514.7	172950.9	-436.2015	0.01760974
600	172924.1	173350.4	-426.2603	0.08158207
700	172635	173079.6	-444.6265	0.07814873
800	172695.3	173151	-455.7079	0.03363029
900	172781.1	173238.6	-457.4802	0.08106491
1000	172722	173172.5	-450.4905	0.09021716
