Iteration	Posterior	Likelihood	Prior	sigma
0	175843.7	176295.1	-451.4419	0.04438393
100	175736	176177.9	-441.8456	0.03111353
200	175737.3	176162.1	-424.7508	0.04157767
300	175890.4	176319.4	-429.0396	0.08264009
400	175628.3	176064.4	-436.1348	0.06275818
500	175745.5	176188.1	-442.621	0.08356861
600	175830.6	176269.8	-439.164	0.0117353
700	175711.6	176151.7	-440.1467	0.02812987
800	175627.7	176073.9	-446.2428	0.01084568
900	175859.3	176287	-427.7031	0.02042593
1000	175727.6	176173.3	-445.7702	0.09614676
