Iteration	Posterior	Likelihood	Prior	sigma
0	175876.8	176314.1	-437.3164	0.04011789
100	175858.2	176291	-432.8485	0.04739209
200	175830.5	176263.7	-433.1585	0.06868033
300	175859.8	176290.7	-430.8594	0.03608267
400	175842.8	176313.7	-470.9374	0.01550904
500	175860.5	176294.1	-433.641	0.05320731
600	175871.8	176339.5	-467.6925	0.06363192
700	175856.6	176312	-455.4226	0.09278952
800	175875.5	176315	-439.5717	0.0859775
900	175857.1	176300.9	-443.7424	0.04217458
1000	175919.5	176345.6	-426.0616	0.08439171
