Iteration	Posterior	Likelihood	Prior	sigma
0	-327810.4	-327372.7	-437.6476	0.0009548442
100	123555.8	123996	-440.1639	0.0005707482
200	-2326558	-2326116	-441.8649	4.204632e-05
300	145803.3	146242.3	-439.0585	0.06127113
400	130725.5	131186.9	-461.3546	0.002017712
500	-847249.8	-846798	-451.7753	0.0001144889
600	147546.9	147987	-440.0983	0.008741607
700	148638.4	149065.3	-426.9025	0.04014189
800	133802.1	134244.5	-442.3623	0.001066737
900	146902.5	147345.2	-442.6925	0.007636762
1000	147085.6	147539.7	-454.1682	0.01049231
