Iteration	Posterior	Likelihood	Prior	sigma
0	175722.5	176164.7	-442.2073	0.04213672
100	175758.7	176193.2	-434.4976	0.04670596
200	175788	176211.5	-423.4943	0.07704106
300	175788.9	176257.8	-468.8416	0.04737395
400	175842.4	176286.4	-444.0148	0.05571837
500	175876.2	176317.1	-440.9154	0.05914847
600	175870	176308.2	-438.159	0.03271638
700	175915.4	176348	-432.5434	0.04543725
800	175874.7	176325.1	-450.3914	0.06133484
900	175893.7	176321	-427.3079	0.06868507
1000	175909.2	176341	-431.7342	0.06856233
