Iteration	Posterior	Likelihood	Prior	sigma
0	171701.7	172124.2	-422.4489	0.000851914
100	168453.5	168897.2	-443.6536	0.0003915189
200	172699.7	173141	-441.3279	0.001680837
300	174077.5	174525.7	-448.2247	0.02135201
400	174196.4	174637.3	-440.8627	0.01048498
500	173283.6	173732.2	-448.5125	0.00291415
600	174116.3	174556.6	-440.3193	0.0980495
700	174130.7	174568.3	-437.6044	0.08425292
800	174511.7	174957.7	-445.9113	0.04963153
900	172717.1	173143.6	-426.5029	0.001574217
1000	174264.2	174698.1	-433.9765	0.03739208
