Iteration	Posterior	Likelihood	Prior	sigma
0	65440.52	65869.53	-429.0043	4.02851e-05
100	141286.4	141724.7	-438.2513	0.01400921
200	140061.9	140496.4	-434.4867	0.00142371
300	139709	140168.3	-459.3356	0.007165075
400	136877.5	137318.4	-440.9499	0.002894791
500	136562.8	136998.3	-435.5758	0.01027358
600	129109.1	129537.5	-428.4551	0.001489377
700	82027.25	82444.56	-417.3032	0.0001530494
800	131731.6	132181	-449.3304	0.001721792
900	134046	134466.6	-420.6079	0.05316015
1000	92416.47	92841.23	-424.7594	4.956548e-05
