Iteration	Posterior	Likelihood	Prior	sigma
0	175940.6	176386.7	-446.0869	0.04949372
100	175902.9	176359.6	-456.6697	0.04118536
200	175953.7	176416	-462.3242	0.06043595
300	175907.8	176337.4	-429.5678	0.09000855
400	175926.5	176371	-444.5	0.05585735
500	175927.3	176367.7	-440.444	0.05609208
600	175930.6	176368.6	-437.9988	0.08166852
700	175933.1	176368.2	-435.1253	0.03587092
800	175898	176343.4	-445.4045	0.04338738
900	175927.2	176372.4	-445.1496	0.04291031
1000	175862.5	176311.9	-449.3623	0.05991572
