Iteration	Posterior	Likelihood	Prior	sigma
0	149862.9	150297	-434.0749	0.09761228
100	146627.2	147078.3	-451.1377	0.007055384
200	-314483	-314063.7	-419.2488	3.885632e-05
300	111122.1	111567.7	-445.6041	0.001204574
400	142649.9	143075.5	-425.5405	0.01300952
500	144658	145105.5	-447.4724	0.05292185
600	89442.43	89882.66	-440.2312	0.00020598
700	119717.7	120150	-432.2641	0.004540162
800	8402.647	8844.745	-442.0976	0.02451372
900	78847.92	79271.21	-423.2912	0.001502502
1000	127302.5	127725.8	-423.3327	0.00467947
