Iteration	Posterior	Likelihood	Prior	sigma
0	128468.5	128910.5	-441.9728	0.09787834
100	128787.1	129224.2	-437.1293	0.09471197
200	129125.6	129556	-430.4265	0.09546098
300	129421.5	129872.2	-450.6699	0.08967764
400	129635.5	130093.8	-458.2339	0.08548607
500	130001.5	130463.1	-461.6134	0.09323328
600	130317.8	130790.2	-472.4639	0.09710241
700	130689.5	131140.3	-450.7813	0.08864607
800	130942.4	131387.6	-445.2716	0.09250037
900	131353.1	131798.2	-445.0888	0.09157236
1000	131710.6	132143.1	-432.4845	0.09123542
