Iteration	Posterior	Likelihood	Prior	sigma
0	175952.4	176397.4	-444.9789	0.05877137
100	175936.5	176377	-440.4496	0.04427015
200	175840.3	176286.1	-445.7478	0.08806262
300	175918.8	176359.1	-440.3073	0.05530572
400	175954.9	176402.5	-447.6165	0.0914188
500	175915.3	176366.8	-451.4863	0.09115034
600	175944.7	176384.8	-440.1724	0.08342023
700	175937.9	176393.9	-456.0754	0.05165079
800	175931	176374.7	-443.6938	0.06657482
900	175907.6	176353.2	-445.5486	0.04984551
1000	175938.2	176385.1	-446.8613	0.07521535
