Iteration	Posterior	Likelihood	Prior	sigma
0	175921.9	176366.5	-444.6245	0.05144493
100	175929.8	176375.3	-445.4163	0.052978
200	175943.9	176379.9	-436.0005	0.07395152
300	175905.8	176354.7	-448.9544	0.05858649
400	175954.5	176377.8	-423.2526	0.09129703
500	175942.5	176387.8	-445.3151	0.06501066
600	175944.3	176394.2	-449.8937	0.06729706
700	175974.9	176394.9	-419.9913	0.05114216
800	175935.7	176365	-429.315	0.05656617
900	175909.7	176373	-463.2981	0.04472957
1000	175906.8	176368.6	-461.7682	0.06547966
