state	power	likelihood
260	5.37824e-05	173040
270	5.37824e-05	173169
280	5.37824e-05	173430
290	5.37824e-05	172619
300	5.37824e-05	168647
310	5.37824e-05	172478
320	5.37824e-05	173326
330	5.37824e-05	166296
340	5.37824e-05	173337
350	5.37824e-05	168855
360	5.37824e-05	169612
370	5.37824e-05	173178
380	5.37824e-05	171524
390	5.37824e-05	166753
400	5.37824e-05	173130
410	5.37824e-05	172965
420	5.37824e-05	172928
430	5.37824e-05	172649
440	5.37824e-05	171793
450	5.37824e-05	170385
460	5.37824e-05	171811
470	5.37824e-05	165551
480	5.37824e-05	170518
490	5.37824e-05	170195
500	5.37824e-05	172558
510	5.37824e-05	151539
520	5.37824e-05	169600
530	5.37824e-05	143310
540	5.37824e-05	172177
550	5.37824e-05	171870
560	5.37824e-05	172244
570	5.37824e-05	172252
580	5.37824e-05	165228
590	5.37824e-05	172271
600	5.37824e-05	171334
610	5.37824e-05	172640
620	5.37824e-05	167940
630	5.37824e-05	169949
640	5.37824e-05	167250
650	5.37824e-05	167139
660	5.37824e-05	163863
670	5.37824e-05	172734
680	5.37824e-05	150810
690	5.37824e-05	172342
700	5.37824e-05	172593
710	5.37824e-05	172373
720	5.37824e-05	168592
730	5.37824e-05	172208
740	5.37824e-05	171756
750	5.37824e-05	172279
760	5.37824e-05	172365
770	5.37824e-05	169415
780	5.37824e-05	170688
790	5.37824e-05	171650
800	5.37824e-05	168472
810	5.37824e-05	171940
820	5.37824e-05	170316
830	5.37824e-05	146333
840	5.37824e-05	171938
850	5.37824e-05	172107
860	5.37824e-05	172065
870	5.37824e-05	161141
880	5.37824e-05	172089
890	5.37824e-05	171953
900	5.37824e-05	171766
910	5.37824e-05	172148
920	5.37824e-05	172060
930	5.37824e-05	172105
940	5.37824e-05	171597
950	5.37824e-05	171451
960	5.37824e-05	171804
970	5.37824e-05	170009
980	5.37824e-05	171152
990	5.37824e-05	171350
1000	5.37824e-05	156363
