Iteration	Posterior	Likelihood	Prior	sigma
0	173383	173807.8	-424.7829	0.0768124
100	130385.4	130809.1	-423.6782	7.695221e-05
200	170048.2	170496.9	-448.6254	0.0006317976
300	168209.5	168646.7	-437.1308	0.0005247992
400	172682.3	173130.5	-448.1667	0.05875105
500	172089.7	172558	-468.3274	0.05448406
600	170906.3	171333.6	-427.2813	0.003486008
700	172153.6	172593	-439.4201	0.06494129
800	168015	168472.3	-457.2641	0.001647913
900	171302.4	171766.3	-463.9182	0.001291095
1000	155936	156363.3	-427.3668	0.0001485419
