Iteration	Posterior	Likelihood	Prior	sigma
0	151379.3	151824.5	-445.2262	0.08534205
100	151537.4	152006.9	-469.4477	0.09805787
200	152052.6	152498.6	-445.9464	0.08100172
300	152298.7	152748.9	-450.2444	0.07527573
400	152552	152985.9	-433.9367	0.06086811
500	152805.2	153238.6	-433.3226	0.06101215
600	152951.3	153376.2	-424.8532	0.0762752
700	153195	153634.5	-439.4455	0.07349074
800	153448	153876	-428.0128	0.08408216
900	153664.1	154125.2	-461.0961	0.09273495
1000	153941.9	154414.3	-472.3591	0.09297274
