Iteration	Posterior	Likelihood	Prior	sigma
0	173304.8	173772.8	-468.0144	0.03562786
100	173252	173696.3	-444.3495	0.01860122
200	173518.8	173959.6	-440.7909	0.02101976
300	173373.3	173808.8	-435.5643	0.01221335
400	173127.8	173569.2	-441.3925	0.009355723
500	173529.6	173992	-462.3971	0.04396652
600	172660.4	173111.4	-450.9683	0.01309808
700	172854.6	173314.2	-459.6054	0.00726001
800	173268.9	173694.2	-425.2677	0.01749512
900	172831.5	173279.5	-447.995	0.003427623
1000	173414.1	173865.2	-451.0269	0.02322448
