Iteration	Posterior	Likelihood	Prior	sigma
0	173174.8	173603.5	-428.6506	0.09628776
100	173090.9	173534.4	-443.5047	0.06476776
200	173146	173590.9	-444.8875	0.05147108
300	173315.7	173750.7	-434.9513	0.08183651
400	173134.3	173587.4	-453.0979	0.01991323
500	173182.1	173613.4	-431.2623	0.01142247
600	173318.3	173754.3	-435.9545	0.07438402
700	173287.7	173740.9	-453.2115	0.03929315
800	173549.8	173981.6	-431.775	0.07393833
900	173299.3	173735	-435.6517	0.03484899
1000	173352.8	173796.8	-444.0025	0.01576891
