Iteration	Posterior	Likelihood	Prior	sigma
0	173258.2	173724.4	-466.1941	0.009459404
100	167385.9	167800	-414.1458	0.0009472382
200	171995.4	172452.7	-457.3612	0.004525733
300	173342.2	173791.9	-449.7239	0.01535274
400	173253	173678.3	-425.2865	0.01556255
500	173354.8	173783.5	-428.6349	0.01583103
600	173224	173665	-440.9784	0.009206007
700	173609.6	174061.6	-452.0011	0.07668673
800	173306.6	173749.7	-443.0574	0.07765077
900	173291	173728.2	-437.2423	0.04640711
1000	173022.9	173464.6	-441.7367	0.004604871
