Iteration	Posterior	Likelihood	Prior	sigma
0	173476.6	173910.1	-433.4508	0.003363044
100	173517.6	173937.9	-420.3262	0.03965015
200	173555	174000.9	-445.9547	0.008327912
300	173329.7	173768.9	-439.2245	0.003542383
400	173609.6	174045.7	-436.0651	0.02763057
500	173740.4	174188.7	-448.3311	0.006908512
600	173773.9	174223.5	-449.5633	0.03082718
700	173781.1	174228.8	-447.6767	0.007155136
800	173886.7	174324.7	-438.0224	0.00648013
900	173755.4	174188.2	-432.8391	0.008297124
1000	174081.8	174534.2	-452.4584	0.01766888
