Iteration	Posterior	Likelihood	Prior	sigma
0	108681.5	109128.7	-447.148	0.09713399
100	109039.5	109474.6	-435.0756	0.0971349
200	109419	109867.7	-448.7469	0.0971368
300	109729.3	110188.3	-459.0427	0.09713891
400	110133.1	110575.2	-442.0921	0.09713174
500	110499.1	110946.7	-447.6901	0.09713125
600	110752.6	111198	-445.4358	0.09713162
700	111148.6	111591.1	-442.5904	0.09713402
800	111455.1	111905.4	-450.3272	0.09713324
900	111820.6	112268.2	-447.5556	0.09713975
1000	112138.4	112583.5	-445.1075	0.09713944
