Iteration	Posterior	Likelihood	Prior	sigma
0	173564.6	174022.7	-458.1388	0.03435447
100	173418.9	173853	-434.0704	0.0919825
200	173581.6	174024	-442.348	0.05454339
300	173406.7	173832.8	-426.1601	0.09065319
400	173595.1	174070.4	-475.3366	0.05121911
500	173305.7	173729.9	-424.2799	0.08051023
600	173449.6	173891.2	-441.5951	0.08681381
700	173268.4	173698.8	-430.4157	0.01404851
800	173559.2	173989.1	-429.8876	0.05085656
900	173504.6	173947.7	-443.0758	0.01570917
1000	173617.1	174077.1	-459.9814	0.07399809
