Iteration	Posterior	Likelihood	Prior	sigma
0	175910.9	176358.3	-447.4044	0.09481925
100	175918.8	176350.1	-431.2976	0.09581571
200	175966.6	176391.1	-424.4819	0.05823858
300	175939.7	176398.5	-458.8077	0.03938689
400	175951	176409.8	-458.8064	0.07499979
500	175891.2	176336.5	-445.2671	0.08873737
600	175918.3	176344.7	-426.4577	0.06242861
700	175900.8	176345.5	-444.73	0.0587185
800	175913.6	176348.6	-434.9891	0.06648363
900	175894.2	176355.9	-461.6727	0.03217172
1000	175924.8	176372.1	-447.2448	0.06572536
