Iteration	Posterior	Likelihood	Prior	sigma
0	115474.8	115931.6	-456.7846	0.09712014
100	115727.2	116173.7	-446.5007	0.09713019
200	116067.3	116527.4	-460.0947	0.09712558
300	116485.8	116963.9	-478.1278	0.09712556
400	116784.6	117241.8	-457.2905	0.09715337
500	117125.7	117572.1	-446.4643	0.09715721
600	117395.6	117832.3	-436.72	0.097133
700	117650.6	118119.9	-469.261	0.0971378
800	117965.5	118420	-454.4263	0.09711853
900	118312.2	118742.5	-430.2899	0.09710226
1000	118656.2	119116.6	-460.4326	0.09710798
