Iteration	Posterior	Likelihood	Prior	sigma
0	121667.2	122126.1	-458.9103	0.09713421
100	122001	122449	-448.0048	0.0972644
200	122388.8	122831.5	-442.7056	0.09626554
300	122707.7	123148	-440.3539	0.09574168
400	123017.2	123467.1	-449.9458	0.09546045
500	123292.7	123745	-452.3007	0.09517264
600	123627.4	124068.9	-441.4217	0.09497996
700	123989.5	124433.2	-443.7185	0.09520034
800	124290.8	124740.7	-449.9263	0.09546619
900	124587.9	125031.8	-443.8964	0.09521057
1000	124927.4	125386.9	-459.4479	0.09498941
