Iteration	Posterior	Likelihood	Prior	sigma
0	156440.2	156889.7	-449.488	0.0981765
100	156784.9	157235.4	-450.5329	0.09374802
200	157008.3	157481.8	-473.4252	0.09455113
300	157289.7	157736.8	-447.1587	0.08831152
400	157572.9	158018.8	-445.8234	0.09881678
500	157843.9	158283.4	-439.415	0.08805101
600	158103.4	158547.8	-444.4146	0.09187236
700	158353.2	158822.9	-469.7102	0.06332278
800	158725.9	159148.2	-422.2491	0.09781622
900	158911.9	159361.7	-449.8704	0.0855093
1000	159201.8	159637	-435.2679	0.08629104
