Iteration	Posterior	Likelihood	Prior	sigma
0	175940.5	176379.4	-438.8895	0.04156019
100	175924.7	176357.2	-432.5335	0.04969025
200	175949.1	176373.7	-424.5943	0.08867202
300	175934.7	176378.3	-443.5726	0.0777929
400	175940.9	176382.1	-441.1264	0.09139374
500	175907	176352.2	-445.2051	0.09942068
600	175926.5	176363.2	-436.6358	0.06820694
700	175905.5	176338.6	-433.0926	0.079467
800	175918.7	176364.2	-445.4848	0.04293577
900	175937.4	176374.7	-437.3636	0.06974607
1000	175907.8	176345	-437.2596	0.04334059
