Iteration	Posterior	Likelihood	Prior	sigma
0	173514.9	173947	-432.1431	0.03164278
100	173408	173882.9	-474.9166	0.05210654
200	172988.1	173422.2	-434.0936	0.06231711
300	173472.9	173948.3	-475.4211	0.03150719
400	173181.9	173619.6	-437.7459	0.006209836
500	173198.6	173637.8	-439.2527	0.02019459
600	173659.2	174082.6	-423.4763	0.03815992
700	173416.5	173848.6	-432.088	0.04511333
800	173108.8	173555.3	-446.4303	0.004124413
900	173530.2	173960.8	-430.5394	0.0555933
1000	173306.7	173750.8	-444.1081	0.03355152
