Iteration	Posterior	Likelihood	Prior	sigma
0	170669.1	171106	-436.9142	0.01521769
100	172046.7	172467.9	-421.2028	0.01498643
200	171646	172090.1	-444.174	0.02146709
300	171089.4	171518.9	-429.4644	0.005975967
400	171475.4	171910.5	-435.052	0.04273957
500	171573.9	172024.2	-450.3758	0.09561263
600	170711.1	171170.1	-458.9846	0.01358067
700	170570.4	171020.9	-450.4296	0.05830614
800	171375	171809.1	-434.1222	0.05337633
900	171604.2	172050	-445.7481	0.08932379
1000	171138.5	171572.8	-434.3096	0.004641994
