Iteration	Posterior	Likelihood	Prior	sigma
0	89021.18	89452.6	-431.4192	0.0971356
100	89369.01	89794.72	-425.7066	0.09713554
200	89670.33	90116.22	-445.8869	0.09713561
300	90049.78	90483.06	-433.2868	0.09713561
400	90539.8	90991.04	-451.2422	0.09713559
500	90883.49	91306.11	-422.6194	0.09713556
600	91217.16	91650.97	-433.8095	0.0971355
700	91498.23	91934.88	-436.6477	0.09713549
800	91824.39	92265.03	-440.6446	0.09713545
900	92191.21	92622.7	-431.4931	0.09713531
1000	92501.55	92954.67	-453.1215	0.09713537
