Iteration	Posterior	Likelihood	Prior	sigma
0	172960.1	173393.9	-433.7764	0.03104488
100	173205.5	173644.2	-438.7395	0.04914267
200	173428.4	173868.2	-439.7602	0.07524945
300	173647.1	174095.9	-448.739	0.05387396
400	173955.5	174378	-422.4671	0.06216826
500	174160.2	174606.2	-446.0127	0.09445492
600	174316	174775.6	-459.5978	0.03732406
700	174488.4	174937.4	-449.0029	0.07546
800	174692.2	175130.7	-438.5232	0.04886111
900	174925.8	175360	-434.1652	0.07901143
1000	175008.3	175440.8	-432.4915	0.03303695
