Iteration	Posterior	Likelihood	Prior	sigma
0	175909.5	176334.7	-425.2884	0.05229036
100	175895.1	176337.2	-442.0502	0.04028683
200	175899.6	176358.2	-458.5556	0.04608534
300	175816.9	176285.6	-468.76	0.0160294
400	175792.1	176226	-433.8465	0.02825113
500	175750.3	176197.4	-447.1942	0.07606728
600	175893.4	176334.8	-441.3717	0.0373303
700	175764.5	176211.7	-447.1923	0.04945407
800	175794	176246.7	-452.6646	0.04368816
900	175919.2	176351.5	-432.2404	0.0614008
1000	175920.6	176371.5	-450.8283	0.0271569
