Iteration	Posterior	Likelihood	Prior	sigma
0	173531.8	173961	-429.1882	0.07760548
100	173580.5	174011.8	-431.3551	0.02809735
200	173546.4	173995.9	-449.5294	0.03337983
300	173569.5	174018.5	-449.0395	0.04044006
400	173433.7	173862.6	-428.935	0.06874728
500	173529.2	173973.2	-443.9848	0.03780502
600	173610	174055.6	-445.5492	0.0212447
700	173546.5	173984.5	-437.9525	0.04361916
800	173581.4	174013.5	-432.0164	0.03934352
900	173562	174024.7	-462.7343	0.05262477
1000	173688.3	174145	-456.6644	0.06858512
