Iteration	Posterior	Likelihood	Prior	sigma
0	171913.6	172366.5	-452.9486	0.000866101
100	174914.5	175353.1	-438.5848	0.02303169
200	172958.9	173407.8	-448.89	0.0004490098
300	173758.5	174173.6	-415.0961	0.003398193
400	162596.7	163028.8	-432.0252	0.0001410469
500	173585.6	174025.5	-439.9182	0.02845414
600	173658.8	174106.9	-448.1095	0.01270665
700	173722.8	174169.2	-446.3747	0.004455023
800	172580.5	173011.3	-430.8247	0.0007204132
900	173357.6	173807.4	-449.8485	0.03871683
1000	173258.7	173684.4	-425.7072	0.002889177
