Iteration	Posterior	Likelihood	Prior	sigma
0	134670.9	135122	-451.051	0.09548827
100	135014.7	135458.1	-443.4328	0.0921548
200	135277.3	135713.6	-436.2833	0.0929895
300	135618.1	136058.4	-440.3457	0.09289631
400	135943.3	136369.4	-426.1174	0.07022338
500	136217.8	136657.9	-440.0986	0.08798075
600	136607.4	137056	-448.6197	0.06803562
700	136878.2	137333.9	-455.7197	0.09406682
800	137074.2	137515.5	-441.3184	0.09912405
900	137378.6	137816.8	-438.2184	0.07530513
1000	137695.5	138129.8	-434.2529	0.07726381
