Iteration	Posterior	Likelihood	Prior	sigma
0	170376.8	170850.2	-473.3758	0.08104793
100	169494	169930.8	-436.8106	0.02863715
200	169095.6	169538.7	-443.0802	0.07736625
300	169270.6	169706	-435.42	0.02775332
400	169737.5	170197.6	-460.1295	0.0788421
500	170075.1	170502.6	-427.4873	0.05609978
600	169873.5	170327.6	-454.162	0.05548545
700	170274.3	170710.4	-436.0781	0.06964826
800	170420.1	170876	-455.8273	0.02946954
900	170856.4	171299.6	-443.2037	0.05917418
1000	171082.2	171524.8	-442.5889	0.07132708
