Iteration	Posterior	Likelihood	Prior	sigma
0	140554.2	140993.4	-439.2421	0.09706135
100	140849.5	141282.3	-432.7968	0.05174812
200	141072	141520.5	-448.4307	0.0731847
300	141388.8	141824	-435.2079	0.08956036
400	141623.9	142084.1	-460.2362	0.09354444
500	141952.2	142391.8	-439.5665	0.0943835
600	142150.4	142607.9	-457.4646	0.06382513
700	142562.5	143000	-437.4806	0.08202043
800	142769	143226.6	-457.5542	0.06939014
900	143091.2	143546	-454.7151	0.05535928
1000	143365.9	143821.9	-455.9576	0.09165221
