Iteration	Posterior	Likelihood	Prior	sigma
0	173081.7	173527	-445.2324	0.004619401
100	173572	174008	-436.0836	0.0303403
200	173357.4	173807.3	-449.862	0.004820816
300	173551.9	173984.3	-432.3891	0.01137423
400	173532.7	174004.7	-471.9994	0.08102736
500	173259.7	173694.1	-434.3571	0.007775918
600	173236.8	173682.9	-446.1061	0.03666282
700	173620.5	174052.5	-432.0055	0.04652841
800	173456.8	173897.8	-440.9701	0.01253904
900	173395	173833.9	-438.8338	0.01518229
1000	173218.7	173659.4	-440.7011	0.004352607
