Iteration	Posterior	Likelihood	Prior	sigma
0	173586	174022.5	-436.4124	0.01578033
100	173417.3	173846.3	-429.083	0.04839553
200	173168.1	173603.7	-435.6544	0.01146139
300	173421.1	173860.7	-439.6283	0.04221502
400	172975.1	173425.9	-450.7272	0.02156399
500	173439.3	173883.2	-443.8038	0.0190061
600	173370.8	173809.3	-438.5019	0.04055545
700	173466.6	173902.9	-436.2337	0.03058011
800	173345.2	173786.4	-441.1532	0.02472303
900	173417.8	173855.8	-437.9564	0.05495668
1000	173365	173824.1	-459.0555	0.01484198
