Iteration	Posterior	Likelihood	Prior	sigma
0	175559.9	175988.5	-428.6004	0.02806513
100	175493.5	175925.8	-432.2493	0.03706996
200	175385.2	175844	-458.7502	0.04099881
300	175369.4	175814.7	-445.3574	0.06777794
400	175312.1	175765.8	-453.6884	0.02355754
500	175675.7	176116.1	-440.4881	0.03800239
600	175669.1	176112.2	-443.0611	0.08081218
700	175336	175785.1	-449.1126	0.05619707
800	175327.9	175763.6	-435.7036	0.05189832
900	175344.3	175775.2	-430.8588	0.06953902
1000	175360.2	175804.8	-444.6755	0.02596687
