Iteration	Posterior	Likelihood	Prior	sigma
0	162070.3	162507.6	-437.3414	0.09437515
100	162261	162719.1	-458.0769	0.09363404
200	162642.9	163077.2	-434.3011	0.08585202
300	162974.4	163419.9	-445.4271	0.0773224
400	163283.9	163727.9	-443.9397	0.08291385
500	163547.7	163994.4	-446.7238	0.07264318
600	163731.2	164177.7	-446.5493	0.0799529
700	164057.6	164494.1	-436.5107	0.0782566
800	164410.6	164855.2	-444.5907	0.05746381
900	164685.3	165146.9	-461.6235	0.07263652
1000	165052.9	165489.1	-436.2226	0.06871833
