Iteration	Posterior	Likelihood	Prior	sigma
0	95695.32	96136.06	-440.7378	0.09713545
100	96050.03	96476.64	-426.6151	0.09713548
200	96397.67	96845.74	-448.0751	0.09713549
300	96819.43	97243.02	-423.5926	0.0971355
400	97048.27	97484.24	-435.9743	0.09713548
500	97330.05	97763.34	-433.2869	0.0971355
600	97661.83	98102.81	-440.9803	0.09713551
700	97906.88	98355.53	-448.6477	0.09713549
800	98256.61	98697.47	-440.8636	0.0971356
900	98585.85	99034.3	-448.448	0.0971356
1000	98862.47	99311.47	-448.9987	0.09713563
