Iteration	Posterior	Likelihood	Prior	sigma
0	175905.5	176350.5	-445.0003	0.05731908
100	175898	176349.5	-451.4922	0.05606869
200	175912.3	176347.8	-435.5525	0.07488138
300	175897.1	176345.5	-448.4125	0.02978419
400	175913.4	176362.4	-449.0158	0.03804099
500	175812.6	176282.3	-469.6674	0.03300909
600	175911.6	176355.4	-443.8288	0.05044413
700	175890.1	176328.7	-438.5914	0.04799015
800	175904	176355.7	-451.7379	0.05606608
900	175884.8	176332	-447.1987	0.04587726
1000	175922.2	176356.4	-434.1865	0.02679473
