Iteration	Posterior	Likelihood	Prior	sigma
0	161971.7	162423.6	-451.9146	0.03071133
100	116010.1	116433.5	-423.4009	0.0001535285
200	159649.4	160090.1	-440.6468	0.03618039
300	145387.9	145825	-437.0736	0.01525897
400	5513.409	5950.576	-437.1675	0.000861984
500	157913.3	158353.5	-440.1335	0.03052665
600	155325.8	155756.3	-430.4659	0.01973529
700	90945.95	91373.74	-427.7896	0.0006102739
800	137937.9	138369.1	-431.2005	0.0006446766
900	79485.87	79930.55	-444.6765	0.002934718
1000	157956.6	158401.7	-445.054	0.02291675
