Iteration	Posterior	Likelihood	Prior	sigma
0	1575.492	1959.22	-383.7279	0.1498902
100	874.847	1458.218	-583.3708	0.1984258
200	-1.742056	441.2584	-443.0005	0.1591839
300	146.2429	531.6494	-385.4066	0.4636142
400	558.4796	882.328	-323.8484	0.3688427
500	47.79162	249.6505	-201.8588	0.5288535
600	-559.0963	-437.2211	-121.8752	0.2386713
700	650.6345	656.6399	-6.005378	0.4227565
800	906.3229	1017.307	-110.984	0.3196801
900	1434.193	1309.674	124.5189	0.1884226
1000	1791.627	1668.125	123.5019	0.139921
