Iteration	Posterior	Likelihood	Prior	sigma
0	3524.816	4194.487	-669.6712	0.05486801
100	3471.219	4172.713	-701.4939	0.05417739
200	3578.392	4130.208	-551.8151	0.052139
300	3627.127	4165.834	-538.7066	0.05355372
400	3797.946	4204.747	-406.8003	0.05520129
500	3848.498	4185.561	-337.0623	0.05539262
600	3548.484	4142.339	-593.8547	0.05534223
700	3597.03	4133.679	-536.6485	0.05896957
800	3834.737	4144.181	-309.444	0.05786941
900	3924.772	4205.413	-280.6405	0.05605349
1000	3596.79	4139.108	-542.3179	0.05519191
