Iteration	Posterior	Likelihood	Prior	sigma
0	5391.52	4730.669	660.8506	0.06259151
100	5460.964	4720.049	740.9147	0.06089277
200	5379.157	4724.581	654.5762	0.06011149
300	5245.379	4714.372	531.0073	0.05688481
400	5158.761	4714.585	444.1765	0.0616673
500	4971.339	4712.287	259.0517	0.06020524
600	4899.217	4705.924	193.2932	0.06035742
700	4989.618	4699.118	290.4997	0.05889942
800	4910.287	4714.017	196.2697	0.06024469
900	4769.537	4715.19	54.34705	0.06368498
1000	4606.844	4720.085	-113.2412	0.06102247
