Iteration	Posterior	Likelihood	Prior	sigma
0	5248.578	4728.721	519.8577	0.06230764
100	5283.641	4725.226	558.415	0.06043726
200	5322.342	4747.394	574.9484	0.06036331
300	5501.428	4751.471	749.9574	0.06135412
400	5645.48	4738.278	907.2018	0.06376897
500	5599.613	4701.796	897.8166	0.06421936
600	5595.986	4724.049	871.9374	0.06073239
700	5601.976	4711.732	890.2431	0.0597659
800	5242.542	4728.959	513.5827	0.05956936
900	5275.906	4728.315	547.5909	0.06314482
1000	5000.599	4728.958	271.6412	0.05927769
