Iteration	Posterior	Likelihood	Prior	sigma
0	1988.825	2540.014	-551.1881	0.1008908
100	1873.153	2442.808	-569.6547	0.1180922
200	1933.428	2649.176	-715.7478	0.09578189
300	2045.629	2676.931	-631.3025	0.09449379
400	1990.754	2582.834	-592.0802	0.1054416
500	1882.323	2482.339	-600.0165	0.1050408
600	1810.383	2427.818	-617.4356	0.1264146
700	1928.584	2398.522	-469.9371	0.1155516
800	2142.728	2505.798	-363.0699	0.1139922
900	1968.52	2267.15	-298.6297	0.1182144
1000	2198.732	2477.184	-278.453	0.1124627
