Iteration	Posterior	Likelihood	Prior	sigma
0	-407.2588	-503.6111	96.35224	0.8011752
100	-575.278	-476.3758	-98.90222	0.815781
200	-4299.119	-3992.708	-306.4109	4.551204
300	-591.3678	-298.0276	-293.3402	0.7531722
400	-7415.17	-7263.149	-152.021	20.40536
500	-3350.321	-3196.947	-153.3733	3.162024
600	1564.041	1584.702	-20.66149	0.2313503
700	-5398.468	-5345.08	-53.38834	8.629059
800	-1146.889	-1053.235	-93.65348	1.142749
900	-1351.794	-1221.446	-130.348	1.116463
1000	-1862.916	-1773.14	-89.77655	1.471592
