Iteration	Posterior	Likelihood	Prior	sigma
0	3767.114	4096.744	-329.6298	0.05401602
100	3749.712	4089.21	-339.4971	0.05642775
200	3688.953	4058.781	-369.8288	0.05119537
300	3859.07	4036.675	-177.6048	0.05568185
400	4087.583	4114.544	-26.96027	0.05735183
500	4088.632	4147.869	-59.23759	0.05610197
600	4215.332	4106.326	109.0056	0.05564217
700	4204.016	4117.826	86.18977	0.0546524
800	4015.043	4036.647	-21.60434	0.06261637
900	4175.491	4024.663	150.8273	0.05596575
1000	4137.499	4035.75	101.7488	0.05674784
