Iteration	Posterior	Likelihood	Prior	sigma
0	2656.455	3305.557	-649.1021	0.07439793
100	2744.283	3274.735	-530.4525	0.08148319
200	2708.197	3173.393	-465.1963	0.07205476
300	2752.076	3206.864	-454.7871	0.08141894
400	2582.855	3123.039	-540.1847	0.08239791
500	2656.162	2975.717	-319.5555	0.08485373
600	2915.239	3249.072	-333.8325	0.07678764
700	2836.8	3223.2	-386.4005	0.06980165
800	2898.539	3292.377	-393.8383	0.06999482
900	3083.9	3306.85	-222.9497	0.06901615
1000	3049.955	3227.808	-177.8532	0.07743964
