Iteration	Posterior	Likelihood	Prior	sigma
0	4217.461	4298.19	-80.72955	0.05278988
100	4122.608	4274.854	-152.2458	0.0546799
200	4115.439	4281.21	-165.771	0.05147789
300	4139.592	4313.616	-174.0234	0.05537928
400	4087.13	4337.222	-250.0921	0.05692569
500	3896.221	4328.057	-431.8359	0.05416008
600	3858.354	4302.303	-443.9492	0.05411957
700	3862.125	4292.296	-430.1706	0.05661956
800	3728.523	4305.552	-577.0291	0.05792373
900	3863.788	4341.755	-477.967	0.0550445
1000	3746.343	4344.825	-598.4825	0.05797615
