Iteration	Posterior	Likelihood	Prior	sigma
0	1978.61	2330.096	-351.4858	0.131706
100	2283.888	2597.033	-313.1452	0.09396311
200	2206.526	2516.554	-310.0279	0.09555969
300	2232.941	2448.277	-215.3357	0.1143305
400	2288.244	2503.592	-215.3476	0.1142918
500	2387.328	2609.348	-222.0194	0.09485909
600	2177.425	2356.119	-178.694	0.1103543
700	2335.486	2516.936	-181.4495	0.1102906
800	2461.186	2609.609	-148.4231	0.09703546
900	2283.723	2554.476	-270.7534	0.09828126
1000	2117.237	2534.37	-417.1338	0.109796
