Iteration	Posterior	Likelihood	Prior	sigma
0	-9978.993	-9819.386	-159.6072	0.07330888
100	-1640.674	-1528.544	-112.1297	1.255357
200	-3031.526	-3052.335	20.80842	2.935462
300	-5826.729	-5818.851	-7.877904	10.3887
400	-8086.798	-8064.251	-22.54656	31.73631
500	549.254	526.0769	23.17702	0.3009764
600	-1306.786	-1220.84	-85.94566	1.094763
700	-2575.429	-2539.422	-36.00772	0.2389887
800	-3386.08	-3378.989	-7.090371	3.0693
900	-2061.822	-2021.709	-40.11289	1.823295
1000	-4327.275	-4210.785	-116.4905	5.093621
