Iteration	Posterior	Likelihood	Prior	sigma
0	2027.287	2331.033	-303.7455	0.1240341
100	2010.805	2320.604	-309.7993	0.1053173
200	1482.714	2018.673	-535.959	0.1483745
300	1591.904	2313.011	-721.1067	0.1254687
400	1536.53	2256.606	-720.0759	0.1462248
500	1649.429	2171.068	-521.6386	0.1414104
600	1735.294	2216.456	-481.162	0.1293603
700	1765.984	2161.895	-395.9115	0.1401211
800	2020.155	2253.627	-233.4721	0.1289258
900	2037.609	2123.335	-85.72541	0.1310435
1000	1732.404	2044.335	-311.9313	0.1331484
