Iteration	Posterior	Likelihood	Prior	sigma
0	4310.736	3906.787	403.9496	0.06131111
100	4023.193	3841.707	181.4861	0.05861965
200	3960.502	3859.965	100.5363	0.05238242
300	4027.895	3825.666	202.2289	0.05573528
400	4041.984	3821.924	220.0602	0.06148982
500	3967.665	3850.42	117.2452	0.05958938
600	3875.636	3896.807	-21.17077	0.05933406
700	3785.891	3881.355	-95.46438	0.06065821
800	3847.699	3892.866	-45.16633	0.06190104
900	3538.36	3883.97	-345.6097	0.06136425
1000	3790.961	3920.691	-129.7297	0.06116063
