Iteration	Posterior	Likelihood	Prior	sigma
0	-2953.369	-2661.44	-291.9293	2.388123
100	1381.922	1721.066	-339.1441	0.1205761
200	-7029.405	-6596.659	-432.7455	15.8649
300	-2272.939	-1975.825	-297.1141	1.763538
400	-6581.865	-6438.278	-143.5875	15.24524
500	-2880.991	-2632.106	-248.8849	2.172786
600	-1911.738	-1670.124	-241.6135	1.390455
700	-4593.477	-4561.559	-31.91873	0.08889015
800	-5752.907	-5739.167	-13.74031	11.09492
900	-3505.112	-3379.904	-125.2084	3.381266
1000	-9534.154	-9297.988	-236.1659	60.99221
