Iteration	Posterior	Likelihood	Prior	sigma
0	1488.506	1833.709	-345.2032	0.1524103
100	1070.814	1731.137	-660.3231	0.1379848
200	1403.964	1965.357	-561.3932	0.1331549
300	558.6801	1023.357	-464.677	0.3352229
400	1739.905	2100.361	-360.4558	0.1321473
500	1135.529	1625.575	-490.0455	0.2030771
600	770.692	1211.123	-440.4311	0.2461815
700	831.2943	1366.521	-535.2267	0.2823143
800	1216.599	2003.789	-787.1903	0.1620771
900	1698.081	2272.382	-574.3011	0.112931
1000	923.5808	1496.963	-573.3817	0.1997035
