Iteration	Posterior	Likelihood	Prior	sigma
0	5073.48	4544.757	528.7229	0.05600032
100	4822.259	4568.655	253.6039	0.05568047
200	4686.023	4568.145	117.8779	0.0583968
300	4632.152	4533.09	99.06284	0.05032949
400	4611.495	4538.505	72.99052	0.05738565
500	4582.049	4541.084	40.96496	0.0553025
600	4622.168	4592.429	29.73874	0.05919433
700	4727.737	4590.699	137.0376	0.05963704
800	4747.392	4564.244	183.1481	0.05517884
900	4733.589	4579.858	153.7312	0.05679752
1000	4638.114	4574.638	63.47533	0.05765897
