Iteration	Posterior	Likelihood	Prior	sigma
0	2728.236	2917.045	-188.8092	0.08477245
100	2593.802	2757.866	-164.0644	0.09278872
200	2634.042	2686.642	-52.59973	0.08494404
300	2854.247	2697.748	156.4983	0.09511971
400	2793.064	2769.559	23.50486	0.09044064
500	2418.879	2731.388	-312.5091	0.09777828
600	2555.504	2645.908	-90.40381	0.09390121
700	2438.645	2545.388	-106.7433	0.09577483
800	2371.523	2646.282	-274.7595	0.1163716
900	2470.075	2588.163	-118.0881	0.1019228
1000	2627.843	2701.239	-73.39619	0.1011801
