Iteration	Posterior	Likelihood	Prior	sigma
0	4096.107	3877.966	218.1413	0.05533664
100	4617.199	3918.949	698.2498	0.06056897
200	4258.361	3899.062	359.2989	0.06296513
300	4428.831	3965.311	463.5204	0.05530749
400	4347.896	3842.181	505.7153	0.05970293
500	4410.471	3923.201	487.2697	0.05928026
600	4580.782	3887.044	693.7372	0.05690327
700	4742.527	3987.378	755.1495	0.05419961
800	4727.482	3962.157	765.3252	0.05619675
900	4391.935	3987.625	404.3102	0.058415
1000	4455.841	4048.861	406.9805	0.0578713
