Iteration	Posterior	Likelihood	Prior	sigma
0	2879.391	2843.028	36.36265	0.08358662
100	2856.443	2886.947	-30.50332	0.08702118
200	2852.569	2794.774	57.79488	0.09254401
300	2923.658	2873.929	49.72877	0.09376547
400	2780.274	2784.131	-3.856799	0.09052283
500	2809.133	2876.88	-67.74662	0.07993915
600	2650.79	2878.709	-227.9187	0.08164286
700	2688.097	2882.692	-194.5944	0.07883264
800	2582.563	2860.95	-278.3864	0.08859454
900	2385.967	2693.251	-307.2841	0.1015129
1000	2500.622	2925.904	-425.2817	0.08977791
